id,tema,pregunta,a,b,c,d,correcta,ref
T10-0100,10,"Respecto al concepto de interesado, ¿puede ostentar esta condición una asociación que represente intereses colectivos relacionados con el objeto del procedimiento?","No, nunca.","Sí, cuando la ley lo prevea y resulte afectada o represente intereses legítimos colectivos en relación con el objeto del procedimiento.",Solo si es una administración pública.,Solo si tiene ánimo de lucro.,B,LPACAP Art. 4 (concepto de interesado)
T10-0101,10,"Según el artículo 54, ¿cuál de los siguientes actos NO requiere motivación obligatoria?",Los actos que se separen del criterio seguido en actuaciones precedentes.,Los actos de trámite que no decidan directa o indirectamente el fondo del asunto.,Los actos que rechacen pruebas propuestas por los interesados.,Los acuerdos de aplicación de la tramitación de urgencia.,B,Ley 39/2015 Art. 54 (Implícito en definición de actos motivados)
T10-0102,10,"Las medidas provisionales deberán ser confirmadas, modificadas o levantadas en el acuerdo de iniciación del procedimiento, que deberá efectuarse dentro de los...",10 días siguientes a su adopción.,15 días siguientes a su adopción.,20 días siguientes a su adopción.,5 días siguientes a su adopción.,B,Ley 39/2015 Art. 56
T10-0103,10,¿Pueden adoptarse medidas provisionales antes de iniciar el procedimiento?,"No, nunca.","Sí, en los casos de urgencia inaplazable y para la protección provisional de los intereses implicados.",Solo si lo solicita el interesado.,Solo en procedimientos sancionadores.,B,Ley 39/2015 Art. 56
T10-0104,10,Las medidas provisionales adoptadas antes del inicio del procedimiento quedarán sin efecto si no se inicia el procedimiento en...,10 días.,15 días.,1 mes.,2 meses.,B,Ley 39/2015 Art. 56
T10-0105,10,No se podrán adoptar medidas provisionales que puedan causar...,Perjuicios de difícil o imposible reparación.,Cualquier tipo de perjuicio económico.,Molestias a los interesados.,Retrasos en el procedimiento.,A,Ley 39/2015 Art. 56
T10-0106,10,La acumulación de procedimientos es posible cuando...,Lo pida el interesado.,Guarden identidad sustancial o íntima conexión.,Sean del mismo año.,Lo decida el instructor sin motivo.,B,Ley 39/2015 Art. 57
T10-0107,10,Contra el acuerdo de acumulación de procedimientos...,Cabe recurso de alzada.,No procederá recurso alguno.,Cabe recurso de reposición.,Cabe queja ante el Defensor del Pueblo.,B,Ley 39/2015 Art. 57
T10-0108,10,Los procedimientos se pueden iniciar...,De oficio o a solicitud del interesado.,Solo de oficio.,Solo a solicitud del interesado.,Por orden judicial exclusivamente.,A,Ley 39/2015 Art. 54 (Título IV)
T10-0109,10,La iniciación de oficio puede realizarse por...,"Iniciativa propia, orden superior, petición razonada de otros órganos o denuncia.",Solo por orden superior.,Solo por denuncia de particulares.,Solo por iniciativa propia del órgano competente.,A,Ley 39/2015 Art. 58
T10-0110,10,"Se entiende por ""propia iniciativa"" la actuación derivada del conocimiento...","Directo o indirecto de las circunstancias, conductas o hechos objeto del procedimiento por el órgano que tiene competencia para su inicio.",Por denuncia anónima.,Por rumores.,Por prensa.,A,Ley 39/2015 Art. 59
T10-0111,10,La orden superior para iniciar un procedimiento debe ser emitida por...,Un órgano administrativo superior jerárquico del competente para la iniciación.,El Defensor del Pueblo.,El Consejo de Estado.,Cualquier órgano de la Administración.,A,Ley 39/2015 Art. 60
T10-0112,10,La petición razonada de otros órganos para iniciar un procedimiento...,Vincula al órgano competente.,"No vincula al órgano competente, pero debe comunicar los motivos de la no iniciación.",Obliga a iniciar el expediente en 24 horas.,Es vinculante solo si viene de un Ministerio.,B,Ley 39/2015 Art. 61
T10-0113,10,"En los procedimientos de responsabilidad patrimonial, la petición razonada deberá individualizar...","La lesión producida, la relación de causalidad y su evaluación económica si fuera posible.",Solo la cuantía.,Solo el nombre del responsable.,La fecha del daño exclusivamente.,A,Ley 39/2015 Art. 61
T10-0114,10,La denuncia es el acto por el que cualquier persona...,Solicita una indemnización.,Pone en conocimiento de un órgano administrativo la existencia de un determinado hecho que pudiera justificar la iniciación de oficio.,Inicia un procedimiento judicial.,Se personan en el expediente.,B,Ley 39/2015 Art. 62
T10-0115,10,La presentación de una denuncia...,Confiere por sí sola la condición de interesado en el procedimiento.,"No confiere, por sí sola, la condición de interesado.",Obliga a la Administración a sancionar.,Otorga derecho a recompensa.,B,Ley 39/2015 Art. 62
T10-0116,10,"Cuando el denunciante haya participado en la comisión de una infracción, el órgano competente podrá eximirle del pago de la multa si...",Es el primero en aportar elementos de prueba que permitan iniciar el procedimiento o comprobar la infracción (clemencia).,Pide perdón.,Es insolvente.,Es menor de edad.,A,Ley 39/2015 Art. 62
T10-0117,10,Los procedimientos de naturaleza sancionadora se iniciarán siempre...,A solicitud del interesado.,De oficio por acuerdo del órgano competente.,Por orden judicial.,Por acuerdo entre partes.,B,Ley 39/2015 Art. 63
T10-0118,10,"En los procedimientos sancionadores, la fase instructora y la sancionadora se encomendarán a...",El mismo órgano.,Órganos distintos.,El juez de instrucción.,La policía.,B,Ley 39/2015 Art. 63
T10-0119,10,El acuerdo de iniciación en procedimientos sancionadores se notificará a...,El instructor y al inculpado (y al denunciante si la norma lo prevé).,Solo al instructor.,Solo al BOE.,Al público en general.,A,Ley 39/2015 Art. 64
T10-0120,10,Si el presunto responsable reconoce voluntariamente su responsabilidad en el acuerdo de iniciación sancionador...,Se archiva el caso.,Podrá resolverse el procedimiento con la imposición de la sanción procedente (reducciones).,Se le perdona la multa.,Se le juzga por lo penal.,B,Ley 39/2015 Art. 64/85
T10-0121,10,"Excepcionalmente, si al iniciar el sancionador no hay elementos suficientes para la calificación inicial, esta se realizará mediante...",Sentencia.,Pliego de cargos notificado posteriormente a los interesados.,Informe oral.,Decreto ley.,B,Ley 39/2015 Art. 64
T10-0122,10,El derecho a reclamar responsabilidad patrimonial prescribe...,A los 5 años.,Al año de producido el hecho o el acto que motive la indemnización o se manifieste su efecto lesivo.,A los 3 meses.,A los 10 años.,B,Ley 39/2015 Art. 67
T10-0123,10,"En caso de daños físicos o psíquicos, el plazo de prescripción de la responsabilidad patrimonial empieza a computarse desde...",El día del accidente.,La curación o la determinación del alcance de las secuelas.,El alta hospitalaria.,El pago de la baja.,B,Ley 39/2015 Art. 67
T10-0124,10,"Las solicitudes de iniciación de los interesados deberán contener, entre otros...","Lugar y fecha, firma, órgano al que se dirige y hechos/razones/petición.",Curriculum vitae.,Certificado de penales.,Copia del DNI compulsada.,A,Ley 39/2015 Art. 66
T10-0125,10,"Si una solicitud no reúne los requisitos exigidos, se requerirá al interesado para que subsane la falta en un plazo de...",15 días.,10 días.,20 días.,5 días.,B,Ley 39/2015 Art. 68
T10-0126,10,El plazo de subsanación de la solicitud puede ser ampliado prudencialmente hasta...,10 días más.,"5 días, salvo en procedimientos selectivos o de concurrencia competitiva.",1 mes.,No se puede ampliar.,B,Ley 39/2015 Art. 68
T10-0127,10,Si un sujeto obligado a relacionarse electrónicamente presenta su solicitud presencialmente...,Se admite y se tramita.,Se le requerirá para que la subsane a través de su presentación electrónica.,Se archiva directamente.,Se le pone una multa.,B,Ley 39/2015 Art. 68
T10-0128,10,"En caso de subsanación electrónica por haber presentado presencialmente debiendo ser electrónico, la fecha de presentación se considerará...",La de la presentación presencial.,Aquella en la que haya sido realizada la subsanación.,La del requerimiento.,La que elija el interesado.,B,Ley 39/2015 Art. 68
T10-0129,10,La declaración responsable es el documento en el que el interesado manifiesta bajo su responsabilidad que...,Quiere iniciar un trámite.,"Cumple con los requisitos establecidos en la normativa vigente, dispone de la documentación y se compromete a mantener su cumplimiento.",Es inocente.,Solicita una subvención.,B,Ley 39/2015 Art. 69
T10-0130,10,"La inexactitud, falsedad u omisión de carácter esencial en una declaración responsable determinará...",Una multa leve.,"La imposibilidad de continuar con el ejercicio del derecho o actividad afectada desde que se tenga constancia, sin perjuicio de responsabilidades.",La nulidad del procedimiento.,La suspensión temporal por 10 días.,B,Ley 39/2015 Art. 69
T10-0131,10,La comunicación previa es el documento mediante el que los interesados...,Piden permiso.,Ponen en conocimiento de la Administración sus datos identificativos o relevantes para el inicio de una actividad o ejercicio de un derecho.,Declaran impuestos.,Solicitan información.,B,Ley 39/2015 Art. 69
T10-0132,10,Las declaraciones responsables y comunicaciones permiten el inicio de la actividad...,Tras 3 meses de silencio.,"Desde el día de su presentación, sin perjuicio de facultades de control.",Tras la aprobación expresa.,Al día siguiente.,B,Ley 39/2015 Art. 69
T10-0133,10,¿Es posible exigir acumulativamente declaración responsable y comunicación para lo mismo?,"Sí, para mayor seguridad.","No, únicamente será exigible bien una u otra.",Depende de la CCAA.,"Sí, si es actividad peligrosa.",B,Ley 39/2015 Art. 69
T10-0134,10,"En los procedimientos de responsabilidad patrimonial, si se solicita indemnización por anulación de un acto, el derecho prescribe...",Al año de dictarse el acto anulado.,Al año de haberse notificado la resolución administrativa o sentencia definitiva anulatoria.,A los 6 meses.,No prescribe.,B,Ley 39/2015 Art. 67
T10-0135,10,El acuerdo de iniciación en procedimientos de responsabilidad patrimonial de oficio se notificará a los particulares presuntamente lesionados dándoles un plazo de...,15 días.,10 días para aportar alegaciones y pruebas.,20 días.,5 días.,B,Ley 39/2015 Art. 65
T10-0136,10,La acumulación de procedimientos debe ser dispuesta por...,El interesado.,El órgano administrativo que inicie o tramite el procedimiento.,El juez.,El superior jerárquico.,B,Ley 39/2015 Art. 57
T10-0137,10,Si el interesado no subsana la falta de requisitos de su solicitud en el plazo otorgado...,Se le pone una multa.,"Se le tendrá por desistido de su petición, previa resolución.",Se archiva sin más.,Se le concede un nuevo plazo.,B,Ley 39/2015 Art. 68
T10-0138,10,Los modelos de declaración responsable y comunicación deben estar...,Guardados en el archivo.,"Permanentemente publicados y actualizados, y fácilmente accesibles.",Disponibles previo pago.,En el BOE solamente.,B,Ley 39/2015 Art. 69
T10-0139,10,La presentación de una solicitud de inicio implica que el interesado...,Renuncia a sus derechos.,Puede exigir el correspondiente recibo que acredite fecha y hora de presentación.,Debe pagar una tasa siempre.,Acepta la resolución de antemano.,B,Ley 39/2015 Art. 66
T10-0140,10,Las oficinas de asistencia en materia de registros están obligadas a facilitar a los interesados...,Abogado de oficio.,El código de identificación del órgano al que se dirige la solicitud si lo desconocen.,Copias gratis.,Asesoramiento legal completo.,B,Ley 39/2015 Art. 66
T10-0141,10,"En los procedimientos sancionadores, no se podrán iniciar nuevos procedimientos por hechos continuados hasta que...",El infractor quiera.,Haya recaído una primera resolución sancionadora con carácter ejecutivo.,Pase un año.,Lo diga el juez.,B,Ley 39/2015 Art. 63
T10-0142,10,"La petición razonada de inicio por otros órganos debe especificar, en sancionadores...",La sanción exacta.,"La persona responsable, conductas, tipificación, lugar y fechas.",El nombre del instructor.,La cuenta bancaria para la multa.,B,Ley 39/2015 Art. 61
T10-0143,10,El acuerdo de iniciación de un procedimiento sancionador se considera propuesta de resolución cuando...,El instructor quiera.,Contenga un pronunciamiento preciso acerca de la responsabilidad imputada y el interesado no efectúe alegaciones en plazo.,Sea una infracción leve.,Lo firme el Ministro.,B,Ley 39/2015 Art. 64
T10-0144,10,La ampliación del plazo de subsanación de 5 días adicionales se aplica si...,El interesado está de vacaciones.,La aportación de los documentos requeridos presenta dificultades especiales.,El funcionario tiene mucho trabajo.,Es fin de semana.,B,Ley 39/2015 Art. 68
T10-0145,10,El órgano competente podrá recabar del solicitante la modificación o mejora voluntaria de la solicitud. De ello se levantará...,Acta notarial.,Acta sucinta que se incorporará al procedimiento.,Atestado policial.,Informe pericial.,B,Ley 39/2015 Art. 68
T10-0146,10,"La falsedad en una declaración responsable puede determinar, además del cese de actividad...",La cárcel directa.,La imposibilidad de instar un nuevo procedimiento con el mismo objeto durante un periodo de tiempo determinado.,La pérdida de la nacionalidad.,La expropiación de bienes.,B,Ley 39/2015 Art. 69
T10-0147,10,El inicio de oficio por propia iniciativa requiere que el órgano tenga competencia para...,Resolver.,Iniciar.,Instruir.,Sancionar.,B,Ley 39/2015 Art. 58/59
T10-0148,10,"En la solicitud de inicio, el interesado puede identificar el medio electrónico o...",El teléfono móvil.,El lugar físico en que desea que se practique la notificación.,El nombre del cartero.,La hora de entrega.,B,Ley 39/2015 Art. 66
T10-0149,10,La obligación de restituir la situación jurídica al momento previo al reconocimiento del derecho es una consecuencia de...,El silencio positivo.,"La inexactitud, falsedad u omisión esencial en una declaración responsable.",La caducidad.,La prescripción.,B,Ley 39/2015 Art. 69
T10-0150,10,¿Qué plazo tiene el interesado para aportar alegaciones tras la notificación del acuerdo de iniciación de un procedimiento de responsabilidad patrimonial de oficio?,15 días.,10 días.,20 días.,1 mes.,B,Ley 39/2015 Art. 65
T10-0151,10,"Según el artículo 112, contra las resoluciones y los actos de trámite, si estos últimos deciden directa o indirectamente el fondo del asunto, cabe...",Solo recurso de alzada.,Recurso administrativo que corresponda.,Solo recurso contencioso.,No cabe recurso.,B,Ley 39/2015 Art. 112
T10-0152,10,¿Qué recurso administrativo cabe contra los actos que ponen fin a la vía administrativa?,Recurso de alzada.,Recurso potestativo de reposición.,Recurso jerárquico.,Recurso de súplica.,B,Ley 39/2015 Art. 112/123
T10-0153,10,"Ponen fin a la vía administrativa, entre otros...",Las resoluciones de los recursos de alzada.,Las resoluciones de los órganos directivos siempre.,Los actos de trámite cualificados.,Las propuestas de resolución.,A,Ley 39/2015 Art. 114
T10-0154,10,"Además de la resolución del recurso de alzada, ¿qué otros actos ponen fin a la vía administrativa?","Las resoluciones de los órganos administrativos que carezcan de superior jerárquico, salvo que una Ley establezca lo contrario.",Los actos de los Directores Generales.,Los actos firmes en vía administrativa.,Todos los actos expresos.,A,Ley 39/2015 Art. 114
T10-0155,10,"En el ámbito estatal, ¿ponen fin a la vía administrativa los actos emanados de los Ministros?","Sí, siempre.","No, cabe alzada ante el Consejo de Ministros.",Solo si son reales decretos.,Depende de la materia.,A,Ley 39/2015 Art. 114 (Referencia a Ley 40/2015)
T10-0156,10,La interposición de un recurso administrativo deberá expresar...,"El nombre y apellidos del recurrente, así como la identificación personal del mismo.",La cuenta bancaria.,La nacionalidad.,La profesión.,A,Ley 39/2015 Art. 115
T10-0157,10,El error en la calificación del recurso por parte del recurrente...,Impide su tramitación.,"No será obstáculo para su tramitación, siempre que se deduzca su verdadero carácter.",Obliga a presentar uno nuevo.,Supone la inadmisión automática.,B,Ley 39/2015 Art. 115
T10-0158,10,Los vicios y defectos que hagan anulable un acto...,Podrán ser alegados por quienes los hubieren causado.,No podrán ser alegados por quienes los hubieren causado.,Son subsanables siempre.,No importan en vía de recurso.,B,Ley 39/2015 Art. 115
T10-0159,10,"La interposición de cualquier recurso, excepto en los casos en que una disposición establezca lo contrario...",Suspenderá la ejecución del acto impugnado.,No suspenderá la ejecución del acto impugnado.,Anulará el acto.,Paralizará el procedimiento.,B,Ley 39/2015 Art. 117
T10-0160,10,El órgano a quien competa resolver el recurso podrá suspender la ejecución del acto impugnado cuando...,La ejecución pudiera causar perjuicios de difícil reparación.,El recurrente sea funcionario.,El acto sea favorable.,Lo pida un sindicato.,A,Ley 39/2015 Art. 117
T10-0161,10,La suspensión de la ejecución del acto impugnado se entenderá otorgada por silencio administrativo si transcurre un mes desde la solicitud sin resolución expresa...,En el recurso de reposición exclusivamente.,En cualquier recurso administrativo.,Solo en el recurso extraordinario de revisión.,"Nunca, el silencio es negativo.",B,Ley 39/2015 Art. 117
T10-0162,10,"Al dictar el acuerdo de suspensión, se podrán adoptar...",Medidas cautelares.,Sanciones.,Despidos.,Multas coercitivas.,A,Ley 39/2015 Art. 117
T10-0163,10,"Antes de resolver el recurso, el órgano competente podrá decidir la audiencia de los interesados...",Siempre.,Cuando hayan de tenerse en cuenta nuevos hechos o documentos no recogidos en el expediente originario.,Nunca.,Si el recurso es de alzada.,B,Ley 39/2015 Art. 118
T10-0164,10,La resolución del recurso estimará en todo o en parte o desestimará las pretensiones formuladas o...,Declarará su inadmisión.,Lo devolverá al instructor.,Lo enviará al juez.,Lo archivará sin más.,A,Ley 39/2015 Art. 119
T10-0165,10,La resolución de un recurso administrativo NO podrá...,Ser motivada.,Agravar la situación inicial del recurrente (reformatio in peius).,Confirmar el acto impugnado.,Anular el acto.,B,Ley 39/2015 Art. 119
T10-0166,10,El recurso de alzada se interpone ante...,El órgano que dictó el acto o ante su superior jerárquico.,El juez de lo contencioso.,Solo ante el superior jerárquico.,Cualquier registro.,A,Ley 39/2015 Art. 121
T10-0167,10,El plazo para interponer recurso de alzada contra un acto expreso es de...,Un mes.,Un mes.,Tres meses.,Diez días.,B,Ley 39/2015 Art. 122
T10-0168,10,"Si el acto no fuera expreso, el plazo para interponer recurso de alzada será de...",3 meses.,En cualquier momento a partir del día siguiente a aquel en que se produzcan los efectos del silencio administrativo.,6 meses.,1 año.,B,Ley 39/2015 Art. 122
T10-0169,10,El plazo máximo para dictar y notificar la resolución del recurso de alzada es de...,Tres meses.,Un mes.,Seis meses.,Dos meses.,A,Ley 39/2015 Art. 122
T10-0170,10,"Transcurrido el plazo de 3 meses sin resolución del recurso de alzada, se entenderá...",Estimado.,"Desestimado, salvo que el recurso se hubiera interpuesto contra la desestimación por silencio de una solicitud (en cuyo caso es estimatorio, con excepciones).",Caducado.,Prescrito.,B,Ley 39/2015 Art. 122 (Art. 24.1)
T10-0171,10,Contra la resolución de un recurso de alzada...,"No cabrá ningún otro recurso administrativo, salvo el extraordinario de revisión.",Cabe recurso de reposición.,Cabe recurso de súplica.,Cabe nuevo recurso de alzada.,A,Ley 39/2015 Art. 122
T10-0172,10,El recurso potestativo de reposición se interpone ante...,El superior jerárquico.,El mismo órgano que dictó el acto.,El Tribunal Superior de Justicia.,El Consejo de Estado.,B,Ley 39/2015 Art. 123
T10-0173,10,El plazo para interponer recurso de reposición contra actos expresos es de...,Un mes.,Dos meses.,Tres meses.,Quince días.,A,Ley 39/2015 Art. 124
T10-0174,10,El plazo máximo para resolver y notificar el recurso de reposición es de...,Tres meses.,Un mes.,Seis meses.,Dos meses.,B,Ley 39/2015 Art. 124
T10-0175,10,Contra la resolución de un recurso de reposición...,No podrá interponerse de nuevo dicho recurso.,Cabe recurso de alzada.,Cabe recurso extraordinario de alzada.,Cabe queja.,A,Ley 39/2015 Art. 124
T10-0176,10,El recurso extraordinario de revisión cabe contra actos firmes en vía administrativa cuando...,Se alegue error de hecho que resulte de los propios documentos incorporados al expediente.,Se considere injusto el acto.,Se quiera ganar tiempo.,No haya dinero para ir al contencioso.,A,Ley 39/2015 Art. 125
T10-0177,10,Otra causa para el recurso extraordinario de revisión es que aparezcan...,Nuevas leyes.,"Documentos de valor esencial para la resolución del asunto que, aunque sean posteriores, evidencien el error de la resolución recurrida.",Testigos falsos.,Jueces nuevos.,B,Ley 39/2015 Art. 125
T10-0178,10,El plazo para interponer recurso extraordinario de revisión por error de hecho es de...,Tres meses.,Cuatro años siguientes a la fecha de la notificación de la resolución impugnada.,Un año.,Un mes.,B,Ley 39/2015 Art. 125
T10-0179,10,"Para las demás causas (documentos nuevos, prevaricación, etc.), el plazo del recurso extraordinario de revisión es de...",Cuatro años.,Tres meses a contar desde el conocimiento de los documentos o desde que la sentencia judicial quedó firme.,Un mes.,Seis meses.,B,Ley 39/2015 Art. 125
T10-0180,10,El plazo para resolver el recurso extraordinario de revisión es de...,Un mes.,Tres meses.,Seis meses.,Un año.,B,Ley 39/2015 Art. 126
T10-0181,10,Las Administraciones Públicas podrán revocar sus actos...,Nunca.,"De gravamen o desfavorables, siempre que tal revocación no constituya dispensa o exención no permitida por las leyes.",Favorables libremente.,De trámite solamente.,B,Ley 39/2015 Art. 109
T10-0182,10,"La rectificación de errores materiales, de hecho o aritméticos se puede realizar...",En el plazo de un mes.,"En cualquier momento, de oficio o a instancia de los interesados.",Solo si hay recurso.,Solo por orden judicial.,B,Ley 39/2015 Art. 109
T10-0183,10,La revisión de oficio de actos nulos de pleno derecho requiere...,Informe favorable del órgano consultivo correspondiente (Consejo de Estado u órgano equivalente de la CCAA).,Solo la voluntad del órgano.,Sentencia previa.,Acuerdo del Consejo de Ministros.,A,Ley 39/2015 Art. 106
T10-0184,10,La revisión de oficio de actos nulos puede realizarse...,Solo a instancia de parte.,"En cualquier momento, por iniciativa propia o a solicitud de interesado.",Dentro de los 4 años.,Dentro del mes siguiente.,B,Ley 39/2015 Art. 106
T10-0185,10,La declaración de lesividad es necesaria para...,Los actos nulos.,"Los actos anulables favorables para los interesados, previa a su impugnación ante el orden jurisdiccional contencioso-administrativo.",Los actos de trámite.,Los reglamentos ilegales.,B,Ley 39/2015 Art. 107
T10-0186,10,El plazo para declarar la lesividad de un acto anulable es de...,Un año.,Cuatro años desde que se dictó el acto administrativo.,Tres meses.,Indefinido.,B,Ley 39/2015 Art. 107
T10-0187,10,La declaración de lesividad...,No es susceptible de recurso (pero sí el acto posterior).,Es recurrible en alzada.,Es recurrible en reposición.,Es recurrible ante el TC.,A,Ley 39/2015 Art. 107
T10-0188,10,El derecho de petición se regula en...,La Ley 39/2015.,La Constitución y su Ley Orgánica específica.,El Código Civil.,El Estatuto de los Trabajadores.,B,Ley 39/2015 (Mención art. 24)
T10-0189,10,Si un recurso se presenta ante un órgano incompetente...,Se inadmite.,El órgano lo remitirá al competente en el plazo de diez días.,Se archiva.,Se devuelve al interesado.,B,Ley 39/2015 Art. 116 (Principio general)
T10-0190,10,La resolución de un recurso administrativo será ejecutiva...,Nunca.,Cuando ponga fin a la vía administrativa (salvo suspensión).,Cuando sea firme en vía judicial.,A los 10 días.,B,Ley 39/2015 Art. 119/98
T10-0191,10,¿Qué ocurre si hay pluralidad de recursos sobre el mismo asunto y se interpone uno judicial que pueda afectar a los administrativos?,Se suspende el plazo para resolver los administrativos hasta que recaiga resolución judicial.,Se resuelven todos.,Se archivan.,Se desestiman.,A,Ley 39/2015 Art. 120
T10-0192,10,"La sustitución de los recursos administrativos por otros procedimientos (arbitraje, conciliación) es posible...",Nunca.,En los supuestos previstos legalmente y cuando la naturaleza del asunto lo permita (art. 112.2).,Solo en materia laboral.,Solo en sanidad.,B,Ley 39/2015 Art. 112
T10-0193,10,¿Contra qué actos cabe recurso de reposición?,Contra los que no ponen fin a la vía administrativa.,Contra los que ponen fin a la vía administrativa.,Contra los actos de trámite simples.,Contra los reglamentos.,B,Ley 39/2015 Art. 123
T10-0194,10,"Si se interpone recurso de reposición, no se podrá interponer recurso contencioso-administrativo hasta que...",Pase un año.,Sea resuelto expresamente o se haya producido la desestimación presunta del recurso de reposición.,Se pague la tasa.,Se contrate abogado.,B,Ley 39/2015 Art. 123
T10-0195,10,La revisión de oficio de disposiciones administrativas (reglamentos) nulas de pleno derecho...,No es posible.,Se puede realizar en cualquier momento.,Solo dentro de 4 años.,Solo si lo pide el juez.,B,Ley 39/2015 Art. 106
T10-0196,10,El transcurso del plazo de 3 meses en el procedimiento de revisión de oficio iniciado a solicitud del interesado produce...,Silencio positivo.,Silencio negativo (desestimatorio).,Caducidad.,Prescripción.,B,Ley 39/2015 Art. 106
T10-0197,10,El transcurso del plazo de 3 meses en el procedimiento de revisión de oficio iniciado de oficio produce...,Silencio negativo.,La caducidad del procedimiento.,Silencio positivo.,Archivo.,B,Ley 39/2015 Art. 106
T10-0198,10,La declaración de lesividad exige...,Audiencia previa a los interesados.,Solo informe jurídico.,Publicación en BOE.,Aprobación por ley.,A,Ley 39/2015 Art. 107
T10-0199,10,¿Es posible revocar un acto favorable?,"Sí, libremente.","No, salvo revisión de oficio (nulidad) o declaración de lesividad (anulabilidad).","Sí, por razones de oportunidad.","Sí, si cambia el gobierno.",B,Ley 39/2015 Art. 109 (Interpretación a contrario)
T10-0200,10,Las reclamaciones económico-administrativas se rigen por...,La Ley 39/2015.,Su normativa específica.,El Código de Comercio.,La Ley de Contratos.,B,Ley 39/2015 Disp. Adic.
